,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH
378,0,3,H,11750,1,308491.125568,2402769.499784,308509.344,2402755.255208,1,308500.234784,2402762.377496,23.126159,2.234389,HO
379,0,3,H,11751,1,308509.344,2402755.255208,308533.891264,2402738.836072,1,308521.617632,2402747.04564,29.532291,2.160329,HO
380,0,3,H,11752,1,308533.891264,2402738.836072,308534.773856,2402738.239848,1,308534.33256,2402738.53796,1.065106,2.164915,HO
381,0,3,H,11753,1,308534.773856,2402738.239848,308535.147072,2402737.902952,1,308534.960464,2402738.0714,0.502781,2.305092,HO
382,0,3,H,11754,1,308535.147072,2402737.902952,308555.749408,2402718.74932,1,308545.44824,2402728.326136,28.130373,2.319771,HO
383,0,3,H,11755,1,308555.749408,2402718.74932,308585.321792,2402689.08948,1,308570.5356,2402703.9194,41.883553,2.357671,HO
384,0,3,H,11758,1,308481.243168,2402815.548808,308480.360448,2402821.053384,1,308480.801808,2402818.301096,5.574904,2.982585,HP
385,0,3,H,11759,1,308480.360448,2402821.053384,308479.761568,2402824.828136,1,308480.061008,2402822.94076,3.821964,2.98425,HP
386,0,3,H,11760,1,308479.761568,2402824.828136,308479.218176,2402828.252649,1,308479.489872,2402826.540392,3.467357,2.984227,HP
387,0,3,H,11764,1,308479.218176,2402828.252649,308491.249152,2402828.500041,1,308485.233664,2402828.376345,12.033519,1.550236,HV
388,0,3,H,11765,1,308491.249152,2402828.500041,308571.658016,2402822.243624,1,308531.453584,2402825.371833,80.651895,1.648447,HV
389,0,3,H,11766,1,308716.594304,2402791.004616,308710.530432,2402837.243049,1,308713.562368,2402814.123833,46.634357,3.011193,HP
390,0,3,H,11767,1,308726.686592,2402839.252457,308737.686049,2402813.252328,1,308732.18632,2402826.252392,28.231096,2.741371,HO
391,0,3,H,11786,1,308397.66848,2402841.869801,308384.001088,2402846.745833,1,308390.834784,2402844.307817,14.511144,1.913484,HV
392,0,3,H,11787,1,308384.001088,2402846.745833,308384.001088,2402856.756041,1,308384.001088,2402851.750937,10.010208,0.0,HP
393,0,3,H,11788,1,308384.001088,2402856.756041,308375.063744,2402868.250665,1,308379.532416,2402862.503353,14.560306,2.480708,HO
394,0,3,H,11799,1,308713.16816,2402886.417129,308702.850048,2402878.337065,1,308708.009104,2402882.377097,13.105376,0.906449,HO
395,0,3,H,11800,1,308702.850048,2402878.337065,308557.120288,2402767.550344,1,308629.985168,2402822.943704,183.059718,0.920786,HO
396,0,3,H,11801,1,308557.120288,2402767.550344,308537.803104,2402752.333096,1,308547.461696,2402759.94172,24.591019,0.903565,HO
397,0,3,H,11819,1,308255.247872,2402845.493737,308266.688064,2402898.994921,1,308260.967968,2402872.244329,54.710645,0.210658,HP
398,0,3,H,11820,1,308266.688064,2402898.994921,308270.592896,2402927.003529,1,308268.64048,2402912.999225,28.279495,0.138523,HP
399,0,3,H,11821,1,308275.628,2402937.246569,308316.187168,2402937.246825,1,308295.907584,2402937.246697,40.559168,1.57079,HV
400,0,3,H,11822,1,308316.187168,2402937.246825,308334.529312,2402935.253385,1,308325.35824,2402936.250105,18.45015,1.679052,HV
401,0,3,H,11830,1,308472.467008,2402950.501865,308498.564192,2402942.004585,1,308485.5156,2402946.253225,27.445706,1.885572,HV
402,0,3,H,11831,1,308498.564192,2402942.004585,308519.188864,2402941.000713,1,308508.876528,2402941.502649,20.649088,1.619431,HV
403,0,3,H,11857,1,308750.968705,2402966.245033,308754.749889,2402972.006665,1,308752.859297,2402969.125849,6.891571,0.58077,HO
404,0,3,H,11865,1,308786.938305,2402982.249929,308794.967585,2402990.253545,1,308790.952945,2402986.251737,11.336984,0.786999,HO
405,0,3,H,11866,1,308794.967585,2402990.253545,308803.329409,2402994.196233,1,308799.148497,2402992.224889,9.244722,1.130199,HO
406,0,3,H,11867,1,308803.329409,2402994.196233,308820.061249,2402992.245897,1,308811.695329,2402993.221065,16.845126,1.686837,HV
407,0,3,H,11868,1,308820.061249,2402992.245897,308837.248449,2402989.001193,1,308828.654849,2402990.623545,17.490796,1.757386,HV
408,0,3,H,11869,1,308754.749889,2402972.006665,308787.405569,2403000.000969,1,308771.077729,2402986.003817,43.012492,0.862104,HO
409,0,3,H,11870,1,308787.405569,2403000.000969,308790.476417,2403004.746409,1,308788.940993,2403002.373689,5.652372,0.574345,HO
410,0,3,H,11871,1,308790.476417,2403004.746409,308792.094721,2403007.244681,1,308791.285569,2403005.995545,2.976621,0.574805,HO
411,0,3,H,11873,1,308877.439169,2402990.252425,308900.470017,2403003.245705,1,308888.954593,2402996.749065,26.443246,1.05714,HO
412,0,3,H,11874,1,308900.470017,2403003.245705,308917.539489,2403015.030473,1,308909.004753,2403009.138089,20.742411,0.966542,HO
413,0,3,H,11875,0,308921.224961,2403016.276873,308932.996705,2402991.945929,0,308927.110833,2403004.111401,27.029036,2.690974,HO
414,0,3,H,11877,1,308804.101601,2403008.550665,308800.467873,2403018.755849,1,308802.284737,2403013.653257,10.832809,2.799523,HP
415,0,3,H,11893,1,308786.957537,2403030.623977,308790.251521,2403012.995401,1,308788.604529,2403021.809689,17.933684,2.956868,HP
416,0,3,H,11894,1,308790.251521,2403012.995401,308790.995745,2403010.673897,1,308790.623633,2403011.834649,2.437878,2.831365,HP
417,0,3,H,11895,1,308790.995745,2403010.673897,308792.094721,2403007.244681,1,308791.545233,2403008.959289,3.60101,2.831459,HP
418,0,3,H,11904,1,308256.155648,2403001.252265,308253.62576,2403053.253961,1,308254.890704,2403027.253113,52.063199,3.092981,HP
419,0,3,H,11908,1,308445.311232,2403040.246377,308448.157536,2403051.493577,1,308446.734384,2403045.869977,11.601765,0.247864,HP
420,0,3,H,11909,1,308448.157536,2403051.493577,308449.518528,2403057.314761,1,308448.838032,2403054.404169,5.978167,0.229674,HP
421,0,3,H,11910,1,308449.518528,2403057.314761,308450.69136,2403062.331401,1,308450.104944,2403059.823081,5.151913,0.229663,HP
422,0,3,H,11918,1,308253.62576,2403053.253961,308394.093376,2403064.501129,1,308323.859568,2403058.877545,140.917174,1.490897,HV
423,0,3,H,11919,1,308450.69136,2403062.331401,308451.841696,2403067.251657,1,308451.266528,2403064.791529,5.052939,0.229671,HP
424,0,3,H,11920,1,308451.841696,2403067.251657,308501.437824,2403063.497833,1,308476.63976,2403065.374745,49.737985,1.64634,HV
425,0,3,H,11934,1,308253.62576,2403053.253961,308252.030752,2403074.002313,1,308252.828256,2403063.628137,20.809569,3.06487,HP
426,0,3,H,11936,1,308585.407744,2403079.502185,308586.343104,2403057.997097,1,308585.875424,2403068.749641,21.52542,3.098125,HP
427,0,3,H,11937,1,308586.343104,2403057.997097,308601.467392,2403036.506857,1,308593.905248,2403047.251977,26.278784,2.528338,HO
428,0,3,H,11938,1,308601.467392,2403036.506857,308638.811776,2402983.996073,1,308620.139584,2403010.251465,64.435902,2.523406,HO
429,0,3,H,11939,1,308638.811776,2402983.996073,308678.094976,2402930.743049,1,308658.453376,2402957.369561,66.174424,2.506029,HO
430,0,3,H,11948,1,308252.030752,2403074.002313,308251.783136,2403097.428329,1,308251.906944,2403085.715321,23.427325,3.131023,HP
431,0,3,H,11949,1,308529.501184,2403098.999273,308585.407744,2403079.502185,1,308557.454464,2403089.250729,59.208782,1.906352,HV
432,0,3,H,11950,1,308251.708384,2403104.504873,308251.783136,2403097.428329,1,308251.74576,2403100.966601,7.076939,3.13103,HP
433,0,3,H,11952,1,308199.094176,2403109.999081,308198.282976,2403073.245801,1,308198.688576,2403091.622441,36.762231,0.022068,HP
434,0,3,H,11953,1,308198.282976,2403073.245801,308252.030752,2403074.002313,1,308225.156864,2403073.624057,53.7531,1.556722,HV
435,0,3,H,11955,1,308149.595008,2403112.749033,308199.094176,2403109.999081,1,308174.344592,2403111.374057,49.575497,1.626295,HV
436,0,3,H,11969,1,308448.060224,2403139.550857,308448.061152,2403134.501257,1,308448.060688,2403137.026057,5.0496,3.141409,HP
437,0,3,H,11970,1,308448.061152,2403134.501257,308452.74992,2403125.247497,1,308450.405536,2403129.874377,10.373843,2.672609,HO
438,0,3,H,11971,1,308452.74992,2403125.247497,308454.013472,2403117.477801,1,308453.381696,2403121.362649,7.871769,2.980378,HP
439,0,3,H,11972,1,308454.013472,2403117.477801,308456.531104,2403101.996617,1,308455.272288,2403109.737209,15.684563,2.980379,HP
440,0,3,H,11973,1,308456.531104,2403101.996617,308454.688672,2403085.002089,1,308455.609888,2403093.499353,17.094108,0.107991,HP
441,0,3,H,11977,1,308149.595008,2403112.749033,308149.595008,2403144.497193,1,308149.595008,2403128.623113,31.74816,0.0,HP
442,0,3,H,11978,1,308918.124641,2403146.504969,308875.500385,2403100.250537,1,308896.812513,2403123.377753,62.899123,0.744577,HO
443,0,3,H,11979,1,308875.500385,2403100.250537,308800.467873,2403018.755849,1,308837.984129,2403059.503193,110.775729,0.744137,HO
444,0,3,H,11982,1,308149.595008,2403144.497193,308173.65712,2403148.003625,1,308161.626064,2403146.250409,24.316256,1.426091,HV
445,0,3,H,11983,1,308235.65472,2403149.502281,308251.219552,2403150.753577,1,308243.437136,2403150.127929,15.615048,1.490576,HV
446,0,3,H,11984,1,308251.219552,2403150.753577,308251.708384,2403104.504873,1,308251.463968,2403127.629225,46.251287,3.131023,HP
447,0,3,H,11986,1,308444.28,2403153.503529,308439.68784,2403141.255753,1,308441.98392,2403147.379641,13.080365,0.358717,HO
448,0,3,H,11994,1,308448.060224,2403139.550857,308448.061152,2403144.002409,1,308448.060688,2403141.776633,4.451552,0.000208,HP
449,0,3,H,11995,1,308448.061152,2403144.002409,308452.050144,2403149.299081,1,308450.055648,2403146.650745,6.630746,0.64549,HO
450,0,3,H,11996,1,308452.050144,2403149.299081,308456.531104,2403155.249577,1,308454.290624,2403152.274329,7.448987,0.645444,HO
451,0,3,H,12003,1,308830.937345,2403177.249193,308850.407329,2403184.493705,1,308840.672337,2403180.871449,20.7741,1.214583,HO
452,0,3,H,12008,1,308319.870144,2403204.506025,308318.12592,2403197.255369,1,308318.998032,2403200.880697,7.457502,0.236075,HP
453,0,3,H,12009,1,308318.12592,2403197.255369,308305.063648,2403163.746857,1,308311.594784,2403180.501113,35.964473,0.371699,HO
454,0,3,H,12012,1,308823.498689,2403208.749961,308824.406241,2403192.002857,1,308823.952465,2403200.376409,16.771677,3.087454,HP
455,0,3,H,12013,1,308089.219744,2403213.245993,308131.156512,2403186.997737,1,308110.188128,2403200.121865,49.473866,2.130043,HO
456,0,3,H,12014,1,308131.156512,2403186.997737,308155.439232,2403169.245129,1,308143.297872,2403178.121433,30.079986,2.202078,HO
457,0,3,H,12015,1,308823.498689,2403208.749961,308822.564097,2403218.008329,1,308823.031393,2403213.379145,9.30542,3.040988,HP
458,0,3,H,12025,1,308319.870144,2403204.506025,308319.96464,2403204.897673,1,308319.917392,2403204.701849,0.402887,0.236753,HP
459,0,3,H,12026,1,308319.96464,2403204.897673,308327.407008,2403235.754697,1,308323.685824,2403220.326185,31.741846,0.236669,HP
460,0,3,H,12027,1,308327.407008,2403235.754697,308346.188928,2403232.000681,1,308336.797968,2403233.877689,19.153411,1.768071,HV
461,0,3,H,12048,1,308304.032416,2403242.244169,308327.407008,2403235.754697,1,308315.719712,2403238.999433,24.258706,1.841605,HV
462,0,3,H,12053,1,308222.81264,2403243.248425,308249.060736,2403238.504681,1,308235.936688,2403240.876553,26.673313,1.749594,HV
