field_1,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH,proche route,proche canal,perp route,perp canal
"1100","2","8",H,"10197",1,313145.533189,2400612.999366,313177.405061,2400601.504742,1,313161.469125,2400607.252054,33.881302,1.916928,HV,"0","0","0",
"1101","2","8",H,"10201",1,313247.157765,2400625.49783,313270.081445,2400624.66519,1,313258.619605,2400625.08151,22.938797,1.607103,HV,"0","0","0",
"1102","2","8",H,"10203",1,313067.648325,2400629.298438,313085.845413,2400625.49783,1,313076.746869,2400627.398134,18.589745,1.776695,HV,"0","1","0",1
"1103","2","8",H,"10237",1,312990.532036,2400666.252326,313051.824581,2400684.963143,1,313021.178308,2400675.607734,64.084871,1.274511,HV,"0","0","0",
"1104","2","8",H,"10238",1,313051.824581,2400684.963143,313063.287429,2400668.330854,1,313057.556005,2400676.646998,20.199751,2.538157,HO,"0","1","0",
"1105","2","8",H,"10239",1,313063.287429,2400668.330854,313069.588645,2400648.396134,1,313066.438037,2400658.363494,20.906898,2.835438,HP,"0","1","0",
"1106","2","8",H,"10242",1,313058.131877,2400609.214054,313056.874661,2400592.260774,1,313057.503269,2400600.737414,16.999832,0.074022,HP,"1","1","0",
"1107","2","8",H,"10266",1,313051.716101,2400701.784551,313051.824581,2400684.963143,1,313051.770341,2400693.373847,16.821758,3.135144,HP,"0","1","0",
"1108","2","8",H,"10285",1,312953.998692,2400743.251047,313046.216869,2400758.839143,1,313000.10778,2400751.045095,93.526365,1.403344,HV,"0","0","0",
"1109","2","8",H,"10288",1,313035.332965,2400742.799719,313035.332965,2400733.176039,1,313035.332965,2400737.987879,9.62368,0,HP,"0","1","0",
"1111","2","8",H,"10322",1,313060.537797,2400788.282951,313046.216869,2400758.839143,1,313053.377333,2400773.561047,32.74182,0.452694,HO,"0","1","0",
"1114","2","8",H,"10352",1,313070.515301,2400896.379111,313073.025637,2400871.000679,1,313071.770469,2400883.689895,25.502286,3.042997,HP,"1","1","0",
"1115","2","8",H,"10367",1,312968.09226,2400908.248135,313005.092932,2400905.745575,1,312986.592596,2400906.996855,37.085206,1.638329,HV,"1","0","0",
"1116","2","8",H,"10368",1,313005.092932,2400905.745575,313032.001733,2400895.502983,1,313018.547332,2400900.624279,28.79226,1.934503,HO,"1","0","0",
"1121","2","8",H,"10381",1,312955.373764,2400934.001607,313067.984869,2400940.192551,1,313011.679316,2400937.097079,112.781154,1.515875,HV,"0","0","0",
"1129","2","8",H,"10502",1,313070.041509,2400940.454695,313070.046917,2400958.301095,1,313070.044213,2400949.377895,17.846401,0.000303,HP,"1","1","0",
"1130","2","8",H,"10503",1,313070.046917,2400958.301095,313067.297285,2400975.027943,1,313068.672101,2400966.664519,16.95134,2.978665,HP,"0","1","0",
"1131","2","8",H,"10507",1,313032.927077,2401058.089351,313035.447525,2401070.806311,1,313034.187301,2401064.447831,12.964325,0.19566,HP,"0","1","0",
