Landscape,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH
B,"2",,H,"12765","1",313151.968005,2401389.256743,313150.149925,2401369.470631,"1",313151.058965,2401379.363687,19.869465,0.091629,HP
B,"2",,H,"12767","1",313370.438181,2401549.001351,313371.689445,2401537.506791,"1",313371.063813,2401543.254071,11.562464,3.033163,HP
B,"2",,H,"12768","1",313371.689445,2401537.506791,313371.813157,2401507.999463,"1",313371.751301,2401522.753127,29.507587,3.1374,HP
B,"2",,H,"12769","1",313371.813157,2401507.999463,313376.651013,2401499.045095,"1",313374.232085,2401503.522279,10.177699,2.646243,HO
B,"2",,H,"12770","1",313398.501477,2401491.499751,313439.530725,2401495.500999,"1",313419.016101,2401493.500375,41.223891,1.473582,HV
B,"2",,H,"12771","1",313439.530725,2401495.500999,313496.933893,2401498.983687,"1",313468.232309,2401497.242343,57.508719,1.5102,HV
B,"2",,H,"12772","1",313355.750757,2401392.248007,313357.719621,2401415.999783,"1",313356.735189,2401404.123895,23.833239,0.082704,HP
B,"2",,H,"12773","1",313357.719621,2401415.999783,313370.438181,2401486.247239,"1",313364.078901,2401451.123511,71.389543,0.179113,HP
B,"2",,H,"12774","1",313300.094341,2401415.999783,313293.795877,2401285.502599,"1",313296.945109,2401350.751191,130.649094,0.048228,HP
B,"2",,H,"12775","1",313312.171173,2401261.194151,313333.437509,2401258.743367,"1",313322.804341,2401259.968759,21.407087,1.685533,HV
B,"2",,H,"12776","1",313333.437509,2401258.743367,313373.064613,2401255.004327,"1",313353.251061,2401256.873847,39.803113,1.664873,HV
B,"2",,H,"12777","1",313502.188453,2401100.250023,313588.325797,2401103.190727,"1",313545.257125,2401101.720375,86.187527,1.53667,HV
B,"2",,H,"12778","1",313588.325797,2401103.190727,313612.062885,2401104.003879,"1",313600.194341,2401103.597303,23.751012,1.536553,HV
B,"2",,H,"12779","1",313612.062885,2401104.003879,313618.317989,2401104.113159,"1",313615.190437,2401104.058519,6.256059,1.553328,HV
B,"2",,H,"12780","1",313719.311045,2401415.999783,313710.470021,2401350.743079,"1",313714.890533,2401383.371431,65.852875,0.134661,HP
B,"2",,H,"12781","1",313723.953733,2401445.679527,313728.344517,2401473.749031,"1",313726.149125,2401459.714279,28.410844,0.155168,HP
B,"2",,H,"12782","1",313728.344517,2401473.749031,313682.406789,2401477.502983,"1",313705.375653,2401475.626007,46.090856,1.652333,HV
B,"2",,H,"12783","1",313682.406789,2401477.502983,313683.561637,2401599.999175,"1",313682.984213,2401538.751079,122.501636,0.009427,HP
B,"2",,H,"12788","1",313670.966789,2400979.994343,313715.626213,2400979.994343,"1",313693.296501,2400979.994343,44.659424,1.570796,HV
B,"2",,H,"12789","1",313715.626213,2400979.994343,313765.469061,2400974.756103,"1",313740.547637,2400977.375223,50.117349,1.675507,HV
B,"2",,H,"12790","1",313691.467717,2400969.750983,313722.060997,2400969.750983,"1",313706.764357,2400969.750983,30.59328,1.570796,HV
B,"2",,H,"12791","1",313722.060997,2400969.750983,313764.217797,2400965.997159,"1",313743.139397,2400967.874071,42.323598,1.659606,HV
B,"2",,H,"12792","1",313764.217797,2400965.997159,313782.092517,2400964.498503,"1",313773.155157,2400965.247831,17.937435,1.654443,HV
B,"2",,H,"12793","1",313691.467717,2400969.750983,313670.966789,2400904.494311,"1",313681.217253,2400937.122647,68.401179,0.304395,HP
B,"2",,H,"12794","1",313670.966789,2400904.494311,313640.249893,2400830.245575,"1",313655.608341,2400867.369943,80.351742,0.392263,HO
B,"2",,H,"12795","1",313678.079045,2400849.159111,313701.656389,2400865.005415,"1",313689.867717,2400857.082263,28.407684,0.979042,HO
B,"2",,H,"12796","1",313701.656389,2400865.005415,313734.875877,2400869.996199,"1",313718.266133,2400867.500807,33.592295,1.421675,HV
B,"2",,H,"12797","1",313734.875877,2400869.996199,313752.750661,2400880.254503,"1",313743.813269,2400875.125351,20.609238,1.049791,HO
B,"2",,H,"12798","1",313635.217445,2400816.248423,313662.155173,2400837.824423,"1",313648.686309,2400827.036423,34.513258,0.895471,HO
B,"2",,H,"12799","1",313621.221573,2400921.797991,313603.249253,2400862.255463,"1",313612.235413,2400892.026727,62.195795,0.293144,HP
B,"2",,H,"12800","1",313603.249253,2400862.255463,313612.186565,2400864.743687,"1",313607.717909,2400863.499575,9.27722,1.299264,HV
B,"2",,H,"12801","1",313612.186565,2400864.743687,313617.342757,2400859.752871,"1",313614.764661,2400862.248279,7.175971,2.339898,HO
B,"2",,H,"12802","1",313617.342757,2400859.752871,313614.689157,2400853.249095,"1",313616.015957,2400856.500983,7.024293,0.387392,HO
B,"2",,H,"12803","1",313614.689157,2400853.249095,313607.126757,2400850.746535,"1",313610.907957,2400851.997815,7.96572,1.251218,HV
B,"2",,H,"12804","1",313607.126757,2400850.746535,313603.249253,2400854.747783,"1",313605.188005,2400852.747159,5.571806,2.371899,HO
B,"2",,H,"12805","1",313603.249253,2400854.747783,313598.189381,2400835.498119,"1",313600.719317,2400845.122951,19.903564,0.25704,HP
B,"2",,H,"12806","1",313384.942533,2400650.089606,313386.594149,2400663.749766,"1",313385.768341,2400656.919686,13.759644,0.120323,HP
B,"2",,H,"12807","1",313386.594149,2400663.749766,313382.125349,2400763.751559,"1",313384.359749,2400713.750663,100.101592,3.096935,HP
B,"2",,H,"12808","1",313382.125349,2400763.751559,313381.004805,2400852.672359,"1",313381.565077,2400808.211959,88.92786,3.128992,HP
B,"2",,H,"12809","1",313381.004805,2400852.672359,313380.943141,2400857.595815,"1",313380.973973,2400855.134087,4.923842,3.129069,HP
B,"2",,H,"12943","0",312763.59194,2400770.255751,312794.281476,2400786.755463,"1",312778.936708,2400778.505607,34.843767,1.077497,HO
B,"2",,H,"12957","1",313468.281509,2400596.499654,313599.000613,2400718.501415,"1",313533.641061,2400657.500534,178.806918,0.819878,HO
B,"2",,H,"12958","1",313599.000613,2400718.501415,313640.768709,2400758.107591,"1",313619.884661,2400738.304503,57.560603,0.81196,HO
B,"2",,H,"12959","1",313640.768709,2400758.107591,313740.843077,2400853.001991,"1",313690.805893,2400805.554791,137.912386,0.81196,HO
B,"2",,H,"12789","0",313715.626213,2400979.994343,313765.469061,2400974.756103,"0",313740.547637,2400977.375223,50.117349,1.675507,HV
B,"2",,H,"12791","0",313722.060997,2400969.750983,313764.217797,2400965.997159,"0",313743.139397,2400967.874071,42.323598,1.659606,HV
B,"2",,H,"12792","1",313764.217797,2400965.997159,313782.092517,2400964.498503,"1",313773.155157,2400965.247831,17.937435,1.654443,HV
B,"3",,H,"9731","1",308127.041792,2399792.828678,308126.560416,2399792.983526,"1",308126.801104,2399792.906102,0.505669,1.882021,HV
B,"3",,H,"9732","1",308126.560416,2399792.983526,308079.842304,2399798.75175,"1",308103.20136,2399795.867638,47.072863,1.693643,HV
B,"3",,H,"9733","1",308079.842304,2399798.75175,308035.719712,2399797.254598,"1",308057.781008,2399798.003174,44.147985,1.536878,HV
B,"3",,H,"9750","1",308472.122432,2399907.230342,308485.749344,2399863.25191,"1",308478.935888,2399885.241126,46.041234,2.84112,HP
B,"3",,H,"9751","1",308485.749344,2399863.25191,308492.720576,2399842.75095,"1",308489.23496,2399853.00143,21.653809,2.813815,HP
B,"3",,H,"9752","1",308492.720576,2399842.75095,308494.0952,2399828.753062,"1",308493.407888,2399835.752006,14.065222,3.043704,HP
B,"3",,H,"9753","1",308494.0952,2399828.753062,308500.558432,2399794.64599,"1",308497.326816,2399811.699526,34.714057,2.954315,HP
B,"3",,H,"9754","1",308500.558432,2399794.64599,308500.874208,2399793.003878,"1",308500.71632,2399793.824934,1.672198,2.951613,HP
B,"3",,H,"9791","0",308882.031553,2399988.251046,308938.442977,2399980.014886,"1",308910.237265,2399984.132966,57.0095,1.715774,HV
B,"3",,H,"9808","1",308472.122432,2399907.230342,308480.24944,2399914.249734,"1",308476.185936,2399910.740038,10.738721,0.858396,HO
B,"3",,H,"9809","1",308480.24944,2399914.249734,308522.752608,2399933.83335,"1",308501.501024,2399924.041542,46.797834,1.139033,HO
B,"3",,H,"9810","1",308522.752608,2399933.83335,308533.969888,2399938.999334,"1",308528.361248,2399936.416342,12.349687,1.139214,HO
B,"3",,H,"9811","1",308533.969888,2399938.999334,308577.96912,2399955.251654,"1",308555.969504,2399947.125494,46.904907,1.216964,HO
B,"3",,H,"9812","1",308577.96912,2399955.251654,308631.716896,2399970.50007,"1",308604.843008,2399962.875862,55.868932,1.294357,HV
B,"3",,H,"9813","1",308631.716896,2399970.50007,308666.063904,2399995.24967,"1",308648.8904,2399982.87487,42.335088,0.946395,HO
B,"3",,H,"9814","1",308666.063904,2399995.24967,308704.563232,2400014.499334,"1",308685.313568,2400004.874502,43.043557,1.107149,HO
B,"3",,H,"9815","1",308704.563232,2400014.499334,308749.937473,2400032.25031,"1",308727.250353,2400023.374822,48.722879,1.197888,HO
B,"3",,H,"9816","1",308749.937473,2400032.25031,308773.435745,2400037.997606,"1",308761.686609,2400035.123958,24.190911,1.330922,HV
B,"3",,H,"9817","1",308470.299008,2399910.250694,308479.214368,2399916.997478,"1",308474.756688,2399913.624086,11.180462,0.922983,HO
B,"3",,H,"9818","1",308479.214368,2399916.997478,308521.14608,2399936.588518,"1",308500.180224,2399926.792998,46.282581,1.133721,HO
B,"3",,H,"9819","1",308521.14608,2399936.588518,308533.977664,2399942.316902,"1",308527.561872,2399939.45271,14.052186,1.150916,HO
B,"3",,H,"9820","1",308533.977664,2399942.316902,308576.596736,2399957.783494,"1",308555.2872,2399950.050198,45.338734,1.222673,HV
B,"3",,H,"9821","1",308576.596736,2399957.783494,308600.312192,2399964.657542,"1",308588.454464,2399961.220518,24.691606,1.288672,HV
B,"3",,H,"9822","1",308600.312192,2399964.657542,308629.985184,2399973.135526,"1",308615.148688,2399968.896534,30.860374,1.292497,HV
B,"3",,H,"9823","1",308629.985184,2399973.135526,308663.20976,2399997.080134,"1",308646.597472,2399985.10783,40.953836,0.946319,HO
B,"3",,H,"9824","1",308663.20976,2399997.080134,308686.123232,2400008.995174,"1",308674.666496,2400003.037654,25.826254,1.091276,HO
B,"3",,H,"9825","1",308686.123232,2400008.995174,308702.96464,2400017.244006,"1",308694.543936,2400013.11959,18.753033,1.115346,HO
B,"3",,H,"9826","1",308702.96464,2400017.244006,308732.866721,2400029.502694,"1",308717.91568,2400023.37335,32.317331,1.181732,HO
B,"3",,H,"9827","1",308732.866721,2400029.502694,308749.822721,2400035.803942,"1",308741.344721,2400032.653318,18.088993,1.214989,HO
B,"3",,H,"9828","1",308749.822721,2400035.803942,308772.850113,2400041.417606,"1",308761.336417,2400038.610774,23.701772,1.331678,HV
B,"3",,H,"9835","1",308882.031553,2399988.251046,308888.906433,2400050.248678,"1",308885.468993,2400019.249862,62.377643,0.110438,HP
B,"3",,H,"9872","1",308439.220192,2400119.506598,308445.751072,2400046.247974,"1",308442.485632,2400082.877286,73.549156,3.052679,HP
B,"3",,H,"9873","1",308445.751072,2400046.247974,308452.74992,2400022.749158,"1",308449.250496,2400034.498566,24.518936,2.85212,HP
B,"3",,H,"9874","1",308452.74992,2400022.749158,308459.6248,2400010.498054,"1",308456.18736,2400016.623606,14.048257,2.630219,HO
B,"3",,H,"9875","1",308459.6248,2400010.498054,308463.74976,2399996.500934,"1",308461.68728,2400003.499494,14.592281,2.855005,HP
B,"3",,H,"9876","1",308463.74976,2399996.500934,308458.126112,2399974.501318,"1",308460.937936,2399985.501126,22.707015,0.250266,HP
B,"3",,H,"9877","1",308458.126112,2399974.501318,308455.49984,2399958.248998,"1",308456.812976,2399966.375158,16.463147,0.160209,HP
B,"3",,H,"9878","1",308455.49984,2399958.248998,308456.87488,2399948.50039,"1",308456.18736,2399953.374694,9.845105,3.001467,HP
B,"3",,H,"9879","1",308456.87488,2399948.50039,308460.999776,2399930.749446,"1",308458.937328,2399939.624918,18.223907,2.913269,HP
B,"3",,H,"9880","1",308460.999776,2399930.749446,308467.874688,2399914.249798,"1",308464.437232,2399922.499622,17.874641,2.746799,HO
B,"3",,H,"9881","1",308467.874688,2399914.249798,308470.299008,2399910.250694,"1",308469.086848,2399912.250246,4.676554,2.596615,HO
B,"3",,H,"9882","1",308442.335072,2400046.394918,308435.79536,2400119.701222,"1",308439.065216,2400083.04807,73.597432,3.052617,HP
B,"3",,H,"10025","1",308439.220192,2400119.506598,308438.87616,2400123.246886,"1",308439.048176,2400121.376742,3.756077,3.049871,HP
B,"3",,H,"10026","1",308438.87616,2400123.246886,308440.251424,2400152.244326,"1",308439.563792,2400137.745606,29.030034,0.047392,HP
B,"3",,H,"10027","1",308440.251424,2400152.244326,308438.876448,2400176.993926,"1",308439.563936,2400164.619126,24.787764,3.086094,HP
B,"3",,H,"10028","1",308438.876448,2400176.993926,308426.501664,2400251.504294,"1",308432.689056,2400214.24911,75.530988,2.977014,HP
B,"3",,H,"10029","1",308426.501664,2400251.504294,308400.280768,2400342.252742,"1",308413.391216,2400296.878518,94.46066,2.860313,HP
B,"3",,H,"10030","1",308400.280768,2400342.252742,308394.904544,2400375.252134,"1",308397.592656,2400358.752438,33.434468,2.980093,HP
B,"3",,H,"10101","1",308404.529408,2400489.498886,308564.911392,2400496.007942,"1",308484.7204,2400492.753414,160.514014,1.530234,HV
B,"3",,H,"10102","1",308634.216832,2400496.219238,308634.436448,2400494.300998,"1",308634.32664,2400495.260118,1.930771,3.027601,HP
B,"3",,H,"10103","1",308634.436448,2400494.300998,308634.574592,2400493.043398,"1",308634.50552,2400493.672198,1.265165,3.032184,HP
B,"3",,H,"10104","1",308634.574592,2400493.043398,308639.719328,2400446.750918,"1",308637.14696,2400469.897158,46.577484,3.030911,HP
B,"3",,H,"10105","1",308404.638432,2400491.896614,308521.948064,2400496.594246,"1",308463.293248,2400494.24543,117.403652,1.530773,HV
B,"3",,H,"10106","1",308521.948064,2400496.594246,308564.910848,2400498.312742,"1",308543.429456,2400497.453494,42.99714,1.530818,HV
B,"3",,H,"10114","1",308731.939073,2400516.998438,308770.562113,2400508.74855,"1",308751.250593,2400512.873494,39.494302,1.781234,HV
B,"3",,H,"10147","1",308404.282016,2400547.247878,308524.12496,2400573.496102,"1",308464.203488,2400560.37199,122.683742,1.355179,HV
B,"3",,H,"10156","1",308524.12496,2400573.496102,308617.719712,2400585.747206,"1",308570.922336,2400579.621654,94.393152,1.440641,HV
B,"3",,H,"10157","1",308617.719712,2400585.747206,308612.123456,2400562.496326,"1",308614.921584,2400574.121766,23.91488,0.236197,HP
B,"3",,H,"10158","1",308612.123456,2400562.496326,308671.343776,2400545.749222,"1",308641.733616,2400554.122774,61.542764,1.846393,HV
B,"3",,H,"10218","1",308380.907392,2400631.245158,308477.193856,2400656.528518,"1",308429.050624,2400643.886838,99.550648,1.314009,HV
